tool,ruleId,level,message,file,line
Trivy,CVE-2019-0211,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0211
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0211](https://avd.aquasec.com/nvd/cve-2019-0211)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0217,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0217
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0217](https://avd.aquasec.com/nvd/cve-2019-0217)",vulnerables/web-dvwa,1
Trivy,CVE-2019-10081,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10081
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-10081](https://avd.aquasec.com/nvd/cve-2019-10081)",vulnerables/web-dvwa,1
Trivy,CVE-2019-9517,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-9517
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-9517](https://avd.aquasec.com/nvd/cve-2019-9517)",vulnerables/web-dvwa,1
Trivy,CVE-2020-11993,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-11993
Severity: HIGH
Fixed Version: 
Link: [CVE-2020-11993](https://avd.aquasec.com/nvd/cve-2020-11993)",vulnerables/web-dvwa,1
Trivy,CVE-2020-35452,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-35452
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2020-35452](https://avd.aquasec.com/nvd/cve-2020-35452)",vulnerables/web-dvwa,1
Trivy,CVE-2020-9490,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-9490
Severity: HIGH
Fixed Version: 
Link: [CVE-2020-9490](https://avd.aquasec.com/nvd/cve-2020-9490)",vulnerables/web-dvwa,1
Trivy,CVE-2021-26690,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-26690
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-26690](https://avd.aquasec.com/nvd/cve-2021-26690)",vulnerables/web-dvwa,1
Trivy,CVE-2021-31618,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-31618
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-31618](https://avd.aquasec.com/nvd/cve-2021-31618)",vulnerables/web-dvwa,1
Trivy,CVE-2021-33193,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-33193
Severity: HIGH
Fixed Version: 
Link: [CVE-2021-33193](https://avd.aquasec.com/nvd/cve-2021-33193)",vulnerables/web-dvwa,1
Trivy,CVE-2021-34798,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-34798
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u11
Link: [CVE-2021-34798](https://avd.aquasec.com/nvd/cve-2021-34798)",vulnerables/web-dvwa,1
Trivy,CVE-2021-44224,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-44224
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u12
Link: [CVE-2021-44224](https://avd.aquasec.com/nvd/cve-2021-44224)",vulnerables/web-dvwa,1
Trivy,CVE-2022-22719,error,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-22719
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-22719](https://avd.aquasec.com/nvd/cve-2022-22719)",vulnerables/web-dvwa,1
Trivy,CVE-2018-11763,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-11763
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u6
Link: [CVE-2018-11763](https://avd.aquasec.com/nvd/cve-2018-11763)",vulnerables/web-dvwa,1
Trivy,CVE-2018-17189,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-17189
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2018-17189](https://avd.aquasec.com/nvd/cve-2018-17189)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0196,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0196
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0196](https://avd.aquasec.com/nvd/cve-2019-0196)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0220,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0220
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0220](https://avd.aquasec.com/nvd/cve-2019-0220)",vulnerables/web-dvwa,1
Trivy,CVE-2019-10092,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10092
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u9
Link: [CVE-2019-10092](https://avd.aquasec.com/nvd/cve-2019-10092)",vulnerables/web-dvwa,1
Trivy,CVE-2019-10098,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10098
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-10098](https://avd.aquasec.com/nvd/cve-2019-10098)",vulnerables/web-dvwa,1
Trivy,CVE-2019-17567,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-17567
Severity: MEDIUM
Fixed Version: 
Link: [CVE-2019-17567](https://avd.aquasec.com/nvd/cve-2019-17567)",vulnerables/web-dvwa,1
Trivy,CVE-2020-1927,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-1927
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2020-1927](https://avd.aquasec.com/nvd/cve-2020-1927)",vulnerables/web-dvwa,1
Trivy,CVE-2020-1934,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-1934
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2020-1934](https://avd.aquasec.com/nvd/cve-2020-1934)",vulnerables/web-dvwa,1
Trivy,CVE-2021-30641,warning,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-30641
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-30641](https://avd.aquasec.com/nvd/cve-2021-30641)",vulnerables/web-dvwa,1
Trivy,CVE-2019-10082,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10082
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-10082](https://avd.aquasec.com/nvd/cve-2019-10082)",vulnerables/web-dvwa,1
Trivy,CVE-2021-26691,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-26691
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-26691](https://avd.aquasec.com/nvd/cve-2021-26691)",vulnerables/web-dvwa,1
Trivy,CVE-2021-39275,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-39275
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u11
Link: [CVE-2021-39275](https://avd.aquasec.com/nvd/cve-2021-39275)",vulnerables/web-dvwa,1
Trivy,CVE-2021-40438,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-40438
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u11
Link: [CVE-2021-40438](https://avd.aquasec.com/nvd/cve-2021-40438)",vulnerables/web-dvwa,1
Trivy,CVE-2021-44790,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-44790
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u12
Link: [CVE-2021-44790](https://avd.aquasec.com/nvd/cve-2021-44790)",vulnerables/web-dvwa,1
Trivy,CVE-2022-22720,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-22720
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-22720](https://avd.aquasec.com/nvd/cve-2022-22720)",vulnerables/web-dvwa,1
Trivy,CVE-2022-22721,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-22721
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-22721](https://avd.aquasec.com/nvd/cve-2022-22721)",vulnerables/web-dvwa,1
Trivy,CVE-2022-23943,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-23943
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-23943](https://avd.aquasec.com/nvd/cve-2022-23943)",vulnerables/web-dvwa,1
Trivy,CVE-2018-1333,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-1333
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u6
Link: [CVE-2018-1333](https://avd.aquasec.com/nvd/cve-2018-1333)",vulnerables/web-dvwa,1
Trivy,CVE-2018-17199,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-17199
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2018-17199](https://avd.aquasec.com/nvd/cve-2018-17199)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0211,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0211
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0211](https://avd.aquasec.com/nvd/cve-2019-0211)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0217,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0217
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0217](https://avd.aquasec.com/nvd/cve-2019-0217)",vulnerables/web-dvwa,1
Trivy,CVE-2019-10081,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10081
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-10081](https://avd.aquasec.com/nvd/cve-2019-10081)",vulnerables/web-dvwa,1
Trivy,CVE-2019-9517,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-9517
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-9517](https://avd.aquasec.com/nvd/cve-2019-9517)",vulnerables/web-dvwa,1
Trivy,CVE-2020-11993,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-11993
Severity: HIGH
Fixed Version: 
Link: [CVE-2020-11993](https://avd.aquasec.com/nvd/cve-2020-11993)",vulnerables/web-dvwa,1
Trivy,CVE-2020-35452,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-35452
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2020-35452](https://avd.aquasec.com/nvd/cve-2020-35452)",vulnerables/web-dvwa,1
Trivy,CVE-2020-9490,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-9490
Severity: HIGH
Fixed Version: 
Link: [CVE-2020-9490](https://avd.aquasec.com/nvd/cve-2020-9490)",vulnerables/web-dvwa,1
Trivy,CVE-2021-26690,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-26690
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-26690](https://avd.aquasec.com/nvd/cve-2021-26690)",vulnerables/web-dvwa,1
Trivy,CVE-2021-31618,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-31618
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-31618](https://avd.aquasec.com/nvd/cve-2021-31618)",vulnerables/web-dvwa,1
Trivy,CVE-2021-33193,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-33193
Severity: HIGH
Fixed Version: 
Link: [CVE-2021-33193](https://avd.aquasec.com/nvd/cve-2021-33193)",vulnerables/web-dvwa,1
Trivy,CVE-2021-34798,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-34798
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u11
Link: [CVE-2021-34798](https://avd.aquasec.com/nvd/cve-2021-34798)",vulnerables/web-dvwa,1
Trivy,CVE-2021-44224,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-44224
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u12
Link: [CVE-2021-44224](https://avd.aquasec.com/nvd/cve-2021-44224)",vulnerables/web-dvwa,1
Trivy,CVE-2022-22719,error,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-22719
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-22719](https://avd.aquasec.com/nvd/cve-2022-22719)",vulnerables/web-dvwa,1
Trivy,CVE-2018-11763,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-11763
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u6
Link: [CVE-2018-11763](https://avd.aquasec.com/nvd/cve-2018-11763)",vulnerables/web-dvwa,1
Trivy,CVE-2018-17189,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-17189
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2018-17189](https://avd.aquasec.com/nvd/cve-2018-17189)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0196,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0196
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0196](https://avd.aquasec.com/nvd/cve-2019-0196)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0220,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0220
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0220](https://avd.aquasec.com/nvd/cve-2019-0220)",vulnerables/web-dvwa,1
Trivy,CVE-2019-10092,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10092
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u9
Link: [CVE-2019-10092](https://avd.aquasec.com/nvd/cve-2019-10092)",vulnerables/web-dvwa,1
Trivy,CVE-2019-10098,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10098
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-10098](https://avd.aquasec.com/nvd/cve-2019-10098)",vulnerables/web-dvwa,1
Trivy,CVE-2019-17567,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-17567
Severity: MEDIUM
Fixed Version: 
Link: [CVE-2019-17567](https://avd.aquasec.com/nvd/cve-2019-17567)",vulnerables/web-dvwa,1
Trivy,CVE-2020-1927,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-1927
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2020-1927](https://avd.aquasec.com/nvd/cve-2020-1927)",vulnerables/web-dvwa,1
Trivy,CVE-2020-1934,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-1934
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2020-1934](https://avd.aquasec.com/nvd/cve-2020-1934)",vulnerables/web-dvwa,1
Trivy,CVE-2021-30641,warning,"Package: apache2-bin
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-30641
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-30641](https://avd.aquasec.com/nvd/cve-2021-30641)",vulnerables/web-dvwa,1
Trivy,CVE-2019-10082,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10082
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-10082](https://avd.aquasec.com/nvd/cve-2019-10082)",vulnerables/web-dvwa,1
Trivy,CVE-2021-26691,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-26691
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-26691](https://avd.aquasec.com/nvd/cve-2021-26691)",vulnerables/web-dvwa,1
Trivy,CVE-2021-39275,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-39275
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u11
Link: [CVE-2021-39275](https://avd.aquasec.com/nvd/cve-2021-39275)",vulnerables/web-dvwa,1
Trivy,CVE-2021-40438,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-40438
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u11
Link: [CVE-2021-40438](https://avd.aquasec.com/nvd/cve-2021-40438)",vulnerables/web-dvwa,1
Trivy,CVE-2021-44790,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-44790
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u12
Link: [CVE-2021-44790](https://avd.aquasec.com/nvd/cve-2021-44790)",vulnerables/web-dvwa,1
Trivy,CVE-2022-22720,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-22720
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-22720](https://avd.aquasec.com/nvd/cve-2022-22720)",vulnerables/web-dvwa,1
Trivy,CVE-2022-22721,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-22721
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-22721](https://avd.aquasec.com/nvd/cve-2022-22721)",vulnerables/web-dvwa,1
Trivy,CVE-2022-23943,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-23943
Severity: CRITICAL
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-23943](https://avd.aquasec.com/nvd/cve-2022-23943)",vulnerables/web-dvwa,1
Trivy,CVE-2018-1333,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-1333
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u6
Link: [CVE-2018-1333](https://avd.aquasec.com/nvd/cve-2018-1333)",vulnerables/web-dvwa,1
Trivy,CVE-2018-17199,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-17199
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2018-17199](https://avd.aquasec.com/nvd/cve-2018-17199)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0211,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0211
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0211](https://avd.aquasec.com/nvd/cve-2019-0211)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0217,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0217
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0217](https://avd.aquasec.com/nvd/cve-2019-0217)",vulnerables/web-dvwa,1
Trivy,CVE-2019-10081,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10081
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-10081](https://avd.aquasec.com/nvd/cve-2019-10081)",vulnerables/web-dvwa,1
Trivy,CVE-2019-9517,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-9517
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-9517](https://avd.aquasec.com/nvd/cve-2019-9517)",vulnerables/web-dvwa,1
Trivy,CVE-2020-11993,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-11993
Severity: HIGH
Fixed Version: 
Link: [CVE-2020-11993](https://avd.aquasec.com/nvd/cve-2020-11993)",vulnerables/web-dvwa,1
Trivy,CVE-2020-35452,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-35452
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2020-35452](https://avd.aquasec.com/nvd/cve-2020-35452)",vulnerables/web-dvwa,1
Trivy,CVE-2020-9490,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-9490
Severity: HIGH
Fixed Version: 
Link: [CVE-2020-9490](https://avd.aquasec.com/nvd/cve-2020-9490)",vulnerables/web-dvwa,1
Trivy,CVE-2021-26690,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-26690
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-26690](https://avd.aquasec.com/nvd/cve-2021-26690)",vulnerables/web-dvwa,1
Trivy,CVE-2021-31618,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-31618
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-31618](https://avd.aquasec.com/nvd/cve-2021-31618)",vulnerables/web-dvwa,1
Trivy,CVE-2021-33193,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-33193
Severity: HIGH
Fixed Version: 
Link: [CVE-2021-33193](https://avd.aquasec.com/nvd/cve-2021-33193)",vulnerables/web-dvwa,1
Trivy,CVE-2021-34798,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-34798
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u11
Link: [CVE-2021-34798](https://avd.aquasec.com/nvd/cve-2021-34798)",vulnerables/web-dvwa,1
Trivy,CVE-2021-44224,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-44224
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u12
Link: [CVE-2021-44224](https://avd.aquasec.com/nvd/cve-2021-44224)",vulnerables/web-dvwa,1
Trivy,CVE-2022-22719,error,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-22719
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-22719](https://avd.aquasec.com/nvd/cve-2022-22719)",vulnerables/web-dvwa,1
Trivy,CVE-2018-11763,warning,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-11763
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u6
Link: [CVE-2018-11763](https://avd.aquasec.com/nvd/cve-2018-11763)",vulnerables/web-dvwa,1
Trivy,CVE-2018-17189,warning,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-17189
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2018-17189](https://avd.aquasec.com/nvd/cve-2018-17189)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0196,warning,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0196
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0196](https://avd.aquasec.com/nvd/cve-2019-0196)",vulnerables/web-dvwa,1
Trivy,CVE-2019-0220,warning,"Package: apache2-data
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0220
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0220](https://avd.aquasec.com/nvd/cve-2019-0220)",vulnerables/web-dvwa,1
