component_name,component_version,vuln_count,max_severity,score,cve_list
/etc/apache2/mods-available/authz_core.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/authz_dbd.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/authz_dbm.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/authz_groupfile.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/authz_host.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/authz_owner.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/authz_user.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/autoindex.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/autoindex.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/buffer.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/cache.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/cache_disk.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/cache_disk.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/cache_socache.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/cern_meta.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/cgi.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/cgid.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/cgid.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/charset_lite.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/data.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/dav.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/dav_fs.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/dav_fs.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/dav_lock.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/dbd.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/deflate.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/deflate.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/dialup.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/dir.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/dir.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/dump_io.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/echo.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/env.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/expires.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/ext_filter.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/file_cache.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/filter.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/headers.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/heartbeat.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/heartmonitor.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/http2.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/ident.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/imagemap.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/include.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/info.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/info.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/lbmethod_bybusyness.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/lbmethod_byrequests.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/lbmethod_bytraffic.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/lbmethod_heartbeat.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/ldap.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/ldap.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/log_debug.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/log_forensic.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/lua.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/macro.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mime.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mime.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mime_magic.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mime_magic.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mpm_event.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mpm_event.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mpm_prefork.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mpm_prefork.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mpm_worker.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/mpm_worker.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/negotiation.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/negotiation.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/php7.0.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/php7.0.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_ajp.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_balancer.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_balancer.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_connect.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_express.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_fcgi.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_fdpass.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_ftp.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_ftp.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_hcheck.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_html.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_html.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_http.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_http2.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_scgi.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/proxy_wstunnel.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/ratelimit.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/reflector.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/remoteip.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/reqtimeout.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/reqtimeout.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/request.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/rewrite.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/sed.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/session.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/session_cookie.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/session_crypto.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/session_dbd.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/setenvif.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/setenvif.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/slotmem_plain.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/slotmem_shm.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/socache_dbm.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/socache_memcache.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/socache_shmcb.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/speling.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/ssl.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/ssl.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/status.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/status.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/substitute.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/suexec.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/unique_id.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/userdir.conf,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/userdir.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/usertrack.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/vhost_alias.load,,0,UNKNOWN,1.0,
/etc/apache2/mods-available/xml2enc.load,,0,UNKNOWN,1.0,
/etc/apache2/ports.conf,,0,UNKNOWN,1.0,
/etc/apache2/sites-available/000-default.conf,,0,UNKNOWN,1.0,
/etc/apache2/sites-available/default-ssl.conf,,0,UNKNOWN,1.0,
/etc/apparmor.d/usr.sbin.mysqld,,0,UNKNOWN,1.0,
/etc/apt/apt.conf.d/01autoremove,,0,UNKNOWN,1.0,
/etc/apt/apt.conf.d/70debconf,,0,UNKNOWN,1.0,
/etc/apt/trusted.gpg.d/debian-archive-jessie-automatic.gpg,,0,UNKNOWN,1.0,
/etc/apt/trusted.gpg.d/debian-archive-jessie-security-automatic.gpg,,0,UNKNOWN,1.0,
/etc/apt/trusted.gpg.d/debian-archive-jessie-stable.gpg,,0,UNKNOWN,1.0,
/etc/apt/trusted.gpg.d/debian-archive-stretch-automatic.gpg,,0,UNKNOWN,1.0,
/etc/apt/trusted.gpg.d/debian-archive-stretch-security-automatic.gpg,,0,UNKNOWN,1.0,
/etc/apt/trusted.gpg.d/debian-archive-stretch-stable.gpg,,0,UNKNOWN,1.0,
/etc/apt/trusted.gpg.d/debian-archive-wheezy-automatic.gpg,,0,UNKNOWN,1.0,
/etc/apt/trusted.gpg.d/debian-archive-wheezy-stable.gpg,,0,UNKNOWN,1.0,
/etc/bash.bashrc,,0,UNKNOWN,1.0,
/etc/bindresvport.blacklist,,0,UNKNOWN,1.0,
/etc/cron.d/php,,0,UNKNOWN,1.0,
/etc/cron.daily/apache2,,0,UNKNOWN,1.0,
/etc/cron.daily/apt-compat,,0,UNKNOWN,1.0,
/etc/cron.daily/dpkg,,0,UNKNOWN,1.0,
/etc/cron.daily/passwd,,0,UNKNOWN,1.0,
/etc/debconf.conf,,0,UNKNOWN,1.0,
/etc/debian_version,,0,UNKNOWN,1.0,
/etc/default/apache-htcacheclean,,0,UNKNOWN,1.0,
/etc/default/hwclock,,0,UNKNOWN,1.0,
/etc/default/mysql,,0,UNKNOWN,1.0,
/etc/default/nss,,0,UNKNOWN,1.0,
/etc/default/rsync,,0,UNKNOWN,1.0,
/etc/default/useradd,,0,UNKNOWN,1.0,
/etc/deluser.conf,,0,UNKNOWN,1.0,
/etc/dpkg/dpkg.cfg,,0,UNKNOWN,1.0,
/etc/dpkg/origins/debian,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/20-unhint-small-dejavu-lgc-sans-mono.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/20-unhint-small-dejavu-lgc-sans.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/20-unhint-small-dejavu-lgc-serif.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/20-unhint-small-dejavu-sans-mono.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/20-unhint-small-dejavu-sans.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/20-unhint-small-dejavu-serif.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/57-dejavu-sans-mono.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/57-dejavu-sans.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/57-dejavu-serif.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/58-dejavu-lgc-sans-mono.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/58-dejavu-lgc-sans.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.avail/58-dejavu-lgc-serif.conf,,0,UNKNOWN,1.0,
/etc/fonts/conf.d/README,,0,UNKNOWN,1.0,
/etc/fonts/fonts.conf,,0,UNKNOWN,1.0,
/etc/gai.conf,,0,UNKNOWN,1.0,
/etc/gss/mech.d/README,,0,UNKNOWN,1.0,
/etc/host.conf,,0,UNKNOWN,1.0,
/etc/init.d/apache-htcacheclean,,0,UNKNOWN,1.0,
/etc/init.d/apache2,,0,UNKNOWN,1.0,
/etc/init.d/hwclock.sh,,0,UNKNOWN,1.0,
/etc/init.d/mysql,,0,UNKNOWN,1.0,
/etc/init.d/procps,,0,UNKNOWN,1.0,
/etc/init.d/rsync,,0,UNKNOWN,1.0,
/etc/insserv.conf.d/mariadb,,0,UNKNOWN,1.0,
/etc/iproute2/bpf_pinning,,0,UNKNOWN,1.0,
/etc/iproute2/ematch_map,,0,UNKNOWN,1.0,
/etc/iproute2/group,,0,UNKNOWN,1.0,
/etc/iproute2/nl_protos,,0,UNKNOWN,1.0,
/etc/iproute2/rt_dsfield,,0,UNKNOWN,1.0,
/etc/iproute2/rt_protos,,0,UNKNOWN,1.0,
/etc/iproute2/rt_realms,,0,UNKNOWN,1.0,
/etc/iproute2/rt_scopes,,0,UNKNOWN,1.0,
/etc/iproute2/rt_tables,,0,UNKNOWN,1.0,
/etc/iproute2/rt_tables.d/README,,0,UNKNOWN,1.0,
/etc/issue,,0,UNKNOWN,1.0,
/etc/issue.net,,0,UNKNOWN,1.0,
/etc/kernel/postinst.d/apt-auto-removal,,0,UNKNOWN,1.0,
/etc/ld.so.conf,,0,UNKNOWN,1.0,
/etc/ld.so.conf.d/libc.conf,,0,UNKNOWN,1.0,
/etc/ld.so.conf.d/x86_64-linux-gnu.conf,,0,UNKNOWN,1.0,
/etc/ldap/ldap.conf,,0,UNKNOWN,1.0,
/etc/libaudit.conf,,0,UNKNOWN,1.0,
/etc/logcheck/ignore.d.paranoid/mariadb-server-10_1,,0,UNKNOWN,1.0,
/etc/logcheck/ignore.d.server/libsasl2-modules,,0,UNKNOWN,1.0,
/etc/logcheck/ignore.d.server/mariadb-server-10_1,,0,UNKNOWN,1.0,
/etc/logcheck/ignore.d.workstation/mariadb-server-10_1,,0,UNKNOWN,1.0,
/etc/login.defs,,0,UNKNOWN,1.0,
/etc/logrotate.d/apache2,,0,UNKNOWN,1.0,
/etc/logrotate.d/apt,,0,UNKNOWN,1.0,
/etc/logrotate.d/dpkg,,0,UNKNOWN,1.0,
/etc/logrotate.d/mysql-server,,0,UNKNOWN,1.0,
/etc/magic,,0,UNKNOWN,1.0,
/etc/magic.mime,,0,UNKNOWN,1.0,
/etc/mailcap.order,,0,UNKNOWN,1.0,
/etc/mime.types,,0,UNKNOWN,1.0,
/etc/mke2fs.conf,,0,UNKNOWN,1.0,
/etc/mysql/conf.d/mysql.cnf,,0,UNKNOWN,1.0,
/etc/mysql/conf.d/mysqldump.cnf,,0,UNKNOWN,1.0,
/etc/mysql/debian-start,,0,UNKNOWN,1.0,
/etc/mysql/mariadb.cnf,,0,UNKNOWN,1.0,
/etc/mysql/mariadb.conf.d/50-client.cnf,,0,UNKNOWN,1.0,
/etc/mysql/mariadb.conf.d/50-mysql-clients.cnf,,0,UNKNOWN,1.0,
/etc/mysql/mariadb.conf.d/50-mysqld_safe.cnf,,0,UNKNOWN,1.0,
/etc/mysql/mariadb.conf.d/50-server.cnf,,0,UNKNOWN,1.0,
/etc/mysql/my.cnf.fallback,,0,UNKNOWN,1.0,
/etc/pam.conf,,0,UNKNOWN,1.0,
/etc/pam.d/chfn,,0,UNKNOWN,1.0,
/etc/pam.d/chpasswd,,0,UNKNOWN,1.0,
/etc/pam.d/chsh,,0,UNKNOWN,1.0,
/etc/pam.d/login,,0,UNKNOWN,1.0,
/etc/pam.d/newusers,,0,UNKNOWN,1.0,
/etc/pam.d/other,,0,UNKNOWN,1.0,
/etc/pam.d/passwd,,0,UNKNOWN,1.0,
/etc/pam.d/runuser,,0,UNKNOWN,1.0,
/etc/pam.d/runuser-l,,0,UNKNOWN,1.0,
/etc/pam.d/su,,0,UNKNOWN,1.0,
/etc/perl/Net/libnet.cfg,,0,UNKNOWN,1.0,
/etc/perl/sitecustomize.pl,,0,UNKNOWN,1.0,
/etc/protocols,,0,UNKNOWN,1.0,
/etc/rmt,,0,UNKNOWN,1.0,
/etc/rpc,,0,UNKNOWN,1.0,
/etc/securetty,,0,UNKNOWN,1.0,
/etc/security/access.conf,,0,UNKNOWN,1.0,
/etc/security/group.conf,,0,UNKNOWN,1.0,
/etc/security/limits.conf,,0,UNKNOWN,1.0,
/etc/security/namespace.conf,,0,UNKNOWN,1.0,
/etc/security/namespace.init,,0,UNKNOWN,1.0,
/etc/security/pam_env.conf,,0,UNKNOWN,1.0,
/etc/security/sepermit.conf,,0,UNKNOWN,1.0,
/etc/security/time.conf,,0,UNKNOWN,1.0,
/etc/selinux/semanage.conf,,0,UNKNOWN,1.0,
/etc/services,,0,UNKNOWN,1.0,
/etc/sgml/xml-core.cat,,0,UNKNOWN,1.0,
/etc/skel/.bash_logout,,0,UNKNOWN,1.0,
/etc/skel/.bashrc,,0,UNKNOWN,1.0,
/etc/skel/.profile,,0,UNKNOWN,1.0,
/etc/ssl/openssl.cnf,,0,UNKNOWN,1.0,
/etc/sysctl.conf,,0,UNKNOWN,1.0,
/etc/sysctl.d/README.sysctl,,0,UNKNOWN,1.0,
/etc/terminfo/README,,0,UNKNOWN,1.0,
/etc/ucf.conf,,0,UNKNOWN,1.0,
/etc/update-motd.d/10-uname,,0,UNKNOWN,1.0,
/lib/init/init-d-script,,0,UNKNOWN,1.0,
/lib/init/vars.sh,,0,UNKNOWN,1.0,
/lib/lsb/init-functions,,0,UNKNOWN,1.0,
/lib/lsb/init-functions.d/20-left-info-blocks,,0,UNKNOWN,1.0,
/lib/systemd/system/apache-htcacheclean.service,,0,UNKNOWN,1.0,
/lib/systemd/system/apache-htcacheclean@.service,,0,UNKNOWN,1.0,
/lib/systemd/system/apache2.service,,0,UNKNOWN,1.0,
/lib/systemd/system/apache2@.service,,0,UNKNOWN,1.0,
/lib/systemd/system/apt-daily-upgrade.service,,0,UNKNOWN,1.0,
/lib/systemd/system/apt-daily-upgrade.timer,,0,UNKNOWN,1.0,
/lib/systemd/system/apt-daily.service,,0,UNKNOWN,1.0,
/lib/systemd/system/apt-daily.timer,,0,UNKNOWN,1.0,
/lib/systemd/system/mariadb.service,,0,UNKNOWN,1.0,
/lib/systemd/system/mariadb@.service,,0,UNKNOWN,1.0,
/lib/systemd/system/mariadb@bootstrap.service.d/use_galera_new_cluster.conf,,0,UNKNOWN,1.0,
/lib/systemd/system/phpsessionclean.service,,0,UNKNOWN,1.0,
/lib/systemd/system/phpsessionclean.timer,,0,UNKNOWN,1.0,
/lib/systemd/system/rsync.service,,0,UNKNOWN,1.0,
/lib/terminfo/E/Eterm,,0,UNKNOWN,1.0,
/lib/terminfo/a/ansi,,0,UNKNOWN,1.0,
/lib/terminfo/c/cons25,,0,UNKNOWN,1.0,
/lib/terminfo/c/cons25-debian,,0,UNKNOWN,1.0,
/lib/terminfo/c/cygwin,,0,UNKNOWN,1.0,
/lib/terminfo/d/dumb,,0,UNKNOWN,1.0,
/lib/terminfo/h/hurd,,0,UNKNOWN,1.0,
/lib/terminfo/l/linux,,0,UNKNOWN,1.0,
/lib/terminfo/m/mach,,0,UNKNOWN,1.0,
/lib/terminfo/m/mach-bold,,0,UNKNOWN,1.0,
/lib/terminfo/m/mach-color,,0,UNKNOWN,1.0,
/lib/terminfo/m/mach-gnu,,0,UNKNOWN,1.0,
/lib/terminfo/m/mach-gnu-color,,0,UNKNOWN,1.0,
/lib/terminfo/p/pcansi,,0,UNKNOWN,1.0,
/lib/terminfo/r/rxvt,,0,UNKNOWN,1.0,
/lib/terminfo/r/rxvt-basic,,0,UNKNOWN,1.0,
/lib/terminfo/r/rxvt-unicode,,0,UNKNOWN,1.0,
/lib/terminfo/s/screen,,0,UNKNOWN,1.0,
/lib/terminfo/s/screen-256color,,0,UNKNOWN,1.0,
/lib/terminfo/s/screen-256color-bce,,0,UNKNOWN,1.0,
/lib/terminfo/s/screen-bce,,0,UNKNOWN,1.0,
/lib/terminfo/s/screen-s,,0,UNKNOWN,1.0,
/lib/terminfo/s/screen-w,,0,UNKNOWN,1.0,
/lib/terminfo/s/sun,,0,UNKNOWN,1.0,
/lib/terminfo/v/vt100,,0,UNKNOWN,1.0,
/lib/terminfo/v/vt102,,0,UNKNOWN,1.0,
/lib/terminfo/v/vt220,,0,UNKNOWN,1.0,
/lib/terminfo/v/vt52,,0,UNKNOWN,1.0,
/lib/terminfo/w/wsvt25,,0,UNKNOWN,1.0,
/lib/terminfo/w/wsvt25m,,0,UNKNOWN,1.0,
/lib/terminfo/x/xterm,,0,UNKNOWN,1.0,
/lib/terminfo/x/xterm-256color,,0,UNKNOWN,1.0,
/lib/terminfo/x/xterm-color,,0,UNKNOWN,1.0,
/lib/terminfo/x/xterm-mono,,0,UNKNOWN,1.0,
/lib/terminfo/x/xterm-r5,,0,UNKNOWN,1.0,
/lib/terminfo/x/xterm-r6,,0,UNKNOWN,1.0,
/lib/terminfo/x/xterm-vt220,,0,UNKNOWN,1.0,
/lib/terminfo/x/xterm-xfree86,,0,UNKNOWN,1.0,
/lib/udev/hwclock-set,,0,UNKNOWN,1.0,
/lib/udev/rules.d/85-hwclock.rules,,0,UNKNOWN,1.0,
/lib/x86_64-linux-gnu/ld-2.24.so,,0,UNKNOWN,1.0,
/lib/x86_64-linux-gnu/libBrokenLocale-2.24.so,,0,UNKNOWN,1.0,
/lib/x86_64-linux-gnu/libSegFault.so,,0,UNKNOWN,1.0,
/lib/x86_64-linux-gnu/libacl.so.1.1.0,,0,UNKNOWN,1.0,
/lib/x86_64-linux-gnu/libaio.so.1.0.1,,0,UNKNOWN,1.0,
/lib/x86_64-linux-gnu/libanl-2.24.so,,0,UNKNOWN,1.0,
/lib/x86_64-linux-gnu/libattr.so.1.1.0,,0,UNKNOWN,1.0,
