id,tool,rule_id,vulnerability_id,package,installed_version,message,severity,file,start_line,cwe,raw
,semgrep,php.lang.security.injection.tainted-exec.tainted-exec,,,,User input is passed to a function that executes a shell command. This can lead to remote code execution.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/impossible.php,26,CWE-78: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/impossible.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 48, ""endLine"": 26, ""snippet"": {""text"": ""\t\t\t$cmd = shell_exec( 'ping  -c 4 ' . $target );""}, ""startColumn"": 11, ""startLine"": 26}}}], ""message"": {""text"": ""User input is passed to a function that executes a shell command. This can lead to remote code execution.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.tainted-exec.tainted-exec,,,,Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/impossible.php,26,CWE-94: Improper Control of Generation of Code ('Code Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/impossible.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 48, ""endLine"": 26, ""snippet"": {""text"": ""\t\t\t$cmd = shell_exec( 'ping  -c 4 ' . $target );""}, ""startColumn"": 11, ""startLine"": 26}}}], ""message"": {""text"": ""Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.injection.tainted-exec.tainted-exec,,,,User input is passed to a function that executes a shell command. This can lead to remote code execution.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/low.php,10,CWE-78: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/low.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 42, ""endLine"": 10, ""snippet"": {""text"": ""\t\t$cmd = shell_exec( 'ping  ' . $target );""}, ""startColumn"": 10, ""startLine"": 10}}}], ""message"": {""text"": ""User input is passed to a function that executes a shell command. This can lead to remote code execution.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.tainted-exec.tainted-exec,,,,Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/low.php,10,CWE-94: Improper Control of Generation of Code ('Code Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/low.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 42, ""endLine"": 10, ""snippet"": {""text"": ""\t\t$cmd = shell_exec( 'ping  ' . $target );""}, ""startColumn"": 10, ""startLine"": 10}}}], ""message"": {""text"": ""Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.injection.tainted-exec.tainted-exec,,,,User input is passed to a function that executes a shell command. This can lead to remote code execution.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/low.php,14,CWE-78: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/low.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 47, ""endLine"": 14, ""snippet"": {""text"": ""\t\t$cmd = shell_exec( 'ping  -c 4 ' . $target );""}, ""startColumn"": 10, ""startLine"": 14}}}], ""message"": {""text"": ""User input is passed to a function that executes a shell command. This can lead to remote code execution.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.tainted-exec.tainted-exec,,,,Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/low.php,14,CWE-94: Improper Control of Generation of Code ('Code Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/low.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 47, ""endLine"": 14, ""snippet"": {""text"": ""\t\t$cmd = shell_exec( 'ping  -c 4 ' . $target );""}, ""startColumn"": 10, ""startLine"": 14}}}], ""message"": {""text"": ""Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.injection.tainted-exec.tainted-exec,,,,User input is passed to a function that executes a shell command. This can lead to remote code execution.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/medium.php,19,CWE-78: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/medium.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 42, ""endLine"": 19, ""snippet"": {""text"": ""\t\t$cmd = shell_exec( 'ping  ' . $target );""}, ""startColumn"": 10, ""startLine"": 19}}}], ""message"": {""text"": ""User input is passed to a function that executes a shell command. This can lead to remote code execution.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.tainted-exec.tainted-exec,,,,Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/medium.php,19,CWE-94: Improper Control of Generation of Code ('Code Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/medium.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 42, ""endLine"": 19, ""snippet"": {""text"": ""\t\t$cmd = shell_exec( 'ping  ' . $target );""}, ""startColumn"": 10, ""startLine"": 19}}}], ""message"": {""text"": ""Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.injection.tainted-exec.tainted-exec,,,,User input is passed to a function that executes a shell command. This can lead to remote code execution.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/medium.php,23,CWE-78: Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/medium.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 47, ""endLine"": 23, ""snippet"": {""text"": ""\t\t$cmd = shell_exec( 'ping  -c 4 ' . $target );""}, ""startColumn"": 10, ""startLine"": 23}}}], ""message"": {""text"": ""User input is passed to a function that executes a shell command. This can lead to remote code execution.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.tainted-exec.tainted-exec,,,,Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/medium.php,23,CWE-94: Improper Control of Generation of Code ('Code Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/exec/source/medium.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 47, ""endLine"": 23, ""snippet"": {""text"": ""\t\t$cmd = shell_exec( 'ping  -c 4 ' . $target );""}, ""startColumn"": 10, ""startLine"": 23}}}], ""message"": {""text"": ""Executing non-constant commands. This can lead to command injection. You should use `escapeshellarg()` when using command.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.tainted-exec.tainted-exec""}"
,semgrep,php.lang.security.injection.tainted-filename.tainted-filename,,,,File name based on user input risks server-side request forgery.,warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/fi/source/high.php,7,CWE-918: Server-Side Request Forgery (SSRF),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/fi/source/high.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 29, ""endLine"": 7, ""snippet"": {""text"": ""if( !fnmatch( \""file*\"", $file ) && $file != \""include.php\"" ) {""}, ""startColumn"": 24, ""startLine"": 7}}}], ""message"": {""text"": ""File name based on user input risks server-side request forgery.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-filename.tainted-filename""}"
,semgrep,php.lang.security.injection.tainted-sql-string.tainted-sql-string,,,,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli/source/low.php,10,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli/source/low.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 78, ""endLine"": 10, ""snippet"": {""text"": ""\t\t\t$query  = \""SELECT first_name, last_name FROM users WHERE user_id = '$id';\"";""}, ""startColumn"": 14, ""startLine"": 10}}}], ""message"": {""text"": ""User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(\""INSERT INTO test(id, label) VALUES (?, ?)\"");`) or a safe library.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-sql-string.tainted-sql-string""}"
,semgrep,php.lang.security.injection.tainted-sql-string.tainted-sql-string,,,,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli/source/low.php,31,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli/source/low.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 78, ""endLine"": 31, ""snippet"": {""text"": ""\t\t\t$query  = \""SELECT first_name, last_name FROM users WHERE user_id = '$id';\"";""}, ""startColumn"": 14, ""startLine"": 31}}}], ""message"": {""text"": ""User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(\""INSERT INTO test(id, label) VALUES (?, ?)\"");`) or a safe library.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-sql-string.tainted-sql-string""}"
,semgrep,php.lang.security.injection.tainted-sql-string.tainted-sql-string,,,,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli_blind/source/high.php,11,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli_blind/source/high.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 86, ""endLine"": 11, ""snippet"": {""text"": ""\t\t\t$query  = \""SELECT first_name, last_name FROM users WHERE user_id = '$id' LIMIT 1;\"";""}, ""startColumn"": 14, ""startLine"": 11}}}], ""message"": {""text"": ""User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(\""INSERT INTO test(id, label) VALUES (?, ?)\"");`) or a safe library.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-sql-string.tainted-sql-string""}"
,semgrep,php.lang.security.injection.tainted-sql-string.tainted-sql-string,,,,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli_blind/source/high.php,33,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli_blind/source/high.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 86, ""endLine"": 33, ""snippet"": {""text"": ""\t\t\t$query  = \""SELECT first_name, last_name FROM users WHERE user_id = '$id' LIMIT 1;\"";""}, ""startColumn"": 14, ""startLine"": 33}}}], ""message"": {""text"": ""User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(\""INSERT INTO test(id, label) VALUES (?, ?)\"");`) or a safe library.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-sql-string.tainted-sql-string""}"
,semgrep,php.lang.security.injection.tainted-sql-string.tainted-sql-string,,,,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(""INSERT INTO test(id, label) VALUES (?, ?)"");`) or a safe library.",warning,/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli_blind/source/low.php,11,CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"{""fingerprints"": {""matchBasedId/v1"": ""requires login""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""/home/vboxuser/Diplomas/dvwa-src/vulnerabilities/sqli_blind/source/low.php"", ""uriBaseId"": ""%SRCROOT%""}, ""region"": {""endColumn"": 78, ""endLine"": 11, ""snippet"": {""text"": ""\t\t\t$query  = \""SELECT first_name, last_name FROM users WHERE user_id = '$id';\"";""}, ""startColumn"": 14, ""startLine"": 11}}}], ""message"": {""text"": ""User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data from the database. Instead, use prepared statements (`$mysqli->prepare(\""INSERT INTO test(id, label) VALUES (?, ?)\"");`) or a safe library.""}, ""properties"": {}, ""ruleId"": ""php.lang.security.injection.tainted-sql-string.tainted-sql-string""}"
