id,tool,rule_id,vulnerability_id,package,installed_version,message,severity,file,start_line,cwe,raw,cve_id_extracted,component_name,component_version,component_purl,match_how
,trivy,CVE-2019-0211,CVE-2019-0211,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0211
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0211](https://avd.aquasec.com/nvd/cve-2019-0211)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-0211"", ""ruleIndex"": 10, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2019-0211\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u7\nLink: [CVE-2019-0211](https://avd.aquasec.com/nvd/cve-2019-0211)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2019-0211,UNMAPPED,,,
,trivy,CVE-2019-0217,CVE-2019-0217,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0217
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0217](https://avd.aquasec.com/nvd/cve-2019-0217)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-0217"", ""ruleIndex"": 11, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2019-0217\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u7\nLink: [CVE-2019-0217](https://avd.aquasec.com/nvd/cve-2019-0217)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2019-0217,UNMAPPED,,,
,trivy,CVE-2019-10081,CVE-2019-10081,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-10081
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-10081](https://avd.aquasec.com/nvd/cve-2019-10081)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-10081"", ""ruleIndex"": 12, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2019-10081\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u8\nLink: [CVE-2019-10081](https://avd.aquasec.com/nvd/cve-2019-10081)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2019-10081,UNMAPPED,,,
,trivy,CVE-2019-9517,CVE-2019-9517,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-9517
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u8
Link: [CVE-2019-9517](https://avd.aquasec.com/nvd/cve-2019-9517)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-9517"", ""ruleIndex"": 13, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2019-9517\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u8\nLink: [CVE-2019-9517](https://avd.aquasec.com/nvd/cve-2019-9517)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2019-9517,UNMAPPED,,,
,trivy,CVE-2020-11993,CVE-2020-11993,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-11993
Severity: HIGH
Fixed Version: 
Link: [CVE-2020-11993](https://avd.aquasec.com/nvd/cve-2020-11993)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-11993"", ""ruleIndex"": 14, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2020-11993\nSeverity: HIGH\nFixed Version: \nLink: [CVE-2020-11993](https://avd.aquasec.com/nvd/cve-2020-11993)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2020-11993,UNMAPPED,,,
,trivy,CVE-2020-35452,CVE-2020-35452,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-35452
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2020-35452](https://avd.aquasec.com/nvd/cve-2020-35452)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-35452"", ""ruleIndex"": 15, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2020-35452\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u10\nLink: [CVE-2020-35452](https://avd.aquasec.com/nvd/cve-2020-35452)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2020-35452,UNMAPPED,,,
,trivy,CVE-2020-9490,CVE-2020-9490,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2020-9490
Severity: HIGH
Fixed Version: 
Link: [CVE-2020-9490](https://avd.aquasec.com/nvd/cve-2020-9490)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2020-9490"", ""ruleIndex"": 16, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2020-9490\nSeverity: HIGH\nFixed Version: \nLink: [CVE-2020-9490](https://avd.aquasec.com/nvd/cve-2020-9490)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2020-9490,UNMAPPED,,,
,trivy,CVE-2021-26690,CVE-2021-26690,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-26690
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-26690](https://avd.aquasec.com/nvd/cve-2021-26690)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2021-26690"", ""ruleIndex"": 17, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2021-26690\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u10\nLink: [CVE-2021-26690](https://avd.aquasec.com/nvd/cve-2021-26690)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2021-26690,UNMAPPED,,,
,trivy,CVE-2021-31618,CVE-2021-31618,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-31618
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u10
Link: [CVE-2021-31618](https://avd.aquasec.com/nvd/cve-2021-31618)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2021-31618"", ""ruleIndex"": 18, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2021-31618\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u10\nLink: [CVE-2021-31618](https://avd.aquasec.com/nvd/cve-2021-31618)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2021-31618,UNMAPPED,,,
,trivy,CVE-2021-33193,CVE-2021-33193,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-33193
Severity: HIGH
Fixed Version: 
Link: [CVE-2021-33193](https://avd.aquasec.com/nvd/cve-2021-33193)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2021-33193"", ""ruleIndex"": 19, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2021-33193\nSeverity: HIGH\nFixed Version: \nLink: [CVE-2021-33193](https://avd.aquasec.com/nvd/cve-2021-33193)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2021-33193,UNMAPPED,,,
,trivy,CVE-2021-34798,CVE-2021-34798,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-34798
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u11
Link: [CVE-2021-34798](https://avd.aquasec.com/nvd/cve-2021-34798)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2021-34798"", ""ruleIndex"": 20, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2021-34798\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u11\nLink: [CVE-2021-34798](https://avd.aquasec.com/nvd/cve-2021-34798)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2021-34798,UNMAPPED,,,
,trivy,CVE-2021-44224,CVE-2021-44224,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2021-44224
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u12
Link: [CVE-2021-44224](https://avd.aquasec.com/nvd/cve-2021-44224)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2021-44224"", ""ruleIndex"": 21, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2021-44224\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u12\nLink: [CVE-2021-44224](https://avd.aquasec.com/nvd/cve-2021-44224)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2021-44224,UNMAPPED,,,
,trivy,CVE-2022-22719,CVE-2022-22719,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2022-22719
Severity: HIGH
Fixed Version: 2.4.25-3+deb9u13
Link: [CVE-2022-22719](https://avd.aquasec.com/nvd/cve-2022-22719)",error,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2022-22719"", ""ruleIndex"": 22, ""level"": ""error"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2022-22719\nSeverity: HIGH\nFixed Version: 2.4.25-3+deb9u13\nLink: [CVE-2022-22719](https://avd.aquasec.com/nvd/cve-2022-22719)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2022-22719,UNMAPPED,,,
,trivy,CVE-2018-11763,CVE-2018-11763,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-11763
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u6
Link: [CVE-2018-11763](https://avd.aquasec.com/nvd/cve-2018-11763)",warning,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2018-11763"", ""ruleIndex"": 23, ""level"": ""warning"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2018-11763\nSeverity: MEDIUM\nFixed Version: 2.4.25-3+deb9u6\nLink: [CVE-2018-11763](https://avd.aquasec.com/nvd/cve-2018-11763)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2018-11763,UNMAPPED,,,
,trivy,CVE-2018-17189,CVE-2018-17189,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2018-17189
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2018-17189](https://avd.aquasec.com/nvd/cve-2018-17189)",warning,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2018-17189"", ""ruleIndex"": 24, ""level"": ""warning"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2018-17189\nSeverity: MEDIUM\nFixed Version: 2.4.25-3+deb9u7\nLink: [CVE-2018-17189](https://avd.aquasec.com/nvd/cve-2018-17189)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2018-17189,UNMAPPED,,,
,trivy,CVE-2019-0196,CVE-2019-0196,,,"Package: apache2
Installed Version: 2.4.25-3+deb9u5
Vulnerability CVE-2019-0196
Severity: MEDIUM
Fixed Version: 2.4.25-3+deb9u7
Link: [CVE-2019-0196](https://avd.aquasec.com/nvd/cve-2019-0196)",warning,vulnerables/web-dvwa,1,,"{""ruleId"": ""CVE-2019-0196"", ""ruleIndex"": 25, ""level"": ""warning"", ""message"": {""text"": ""Package: apache2\nInstalled Version: 2.4.25-3+deb9u5\nVulnerability CVE-2019-0196\nSeverity: MEDIUM\nFixed Version: 2.4.25-3+deb9u7\nLink: [CVE-2019-0196](https://avd.aquasec.com/nvd/cve-2019-0196)""}, ""locations"": [{""physicalLocation"": {""artifactLocation"": {""uri"": ""vulnerables/web-dvwa"", ""uriBaseId"": ""ROOTPATH""}, ""region"": {""startLine"": 1, ""startColumn"": 1, ""endLine"": 1, ""endColumn"": 1}}, ""message"": {""text"": ""vulnerables/web-dvwa: apache2@2.4.25-3+deb9u5""}}]}",CVE-2019-0196,UNMAPPED,,,
